county,state,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,mean_2010,mean_2011,mean_2012,mean_2013,mean_2014,mean_2015,mean_2016,mean_2017,mean_2018,mean_2019
atascosa county,TX,San Antonio-New Braunfels,48,13,1055,143954.16666666666,150989.54166666666,163629.125,178622.91666666666,193403.75,196529.16666666666,206870.83333333334,218466.875,226969.58333333334,220000.0
siskiyou county,CA,N/A,6,93,1056,195708.33333333334,195708.33333333334,195708.33333333334,195708.33333333334,195708.33333333334,208912.08333333334,232791.66666666666,237766.66666666666,241204.16666666666,242750.0
brown county,OH,Cincinnati,39,15,1057,119300.0,119300.0,124283.33333333333,122016.66666666667,125120.83333333333,128533.33333333333,132829.16666666666,144066.66666666666,151754.16666666666,144225.0
lincoln county,SD,Sioux Falls,46,83,1058,199108.33333333334,188900.0,184610.83333333334,199216.66666666666,213177.08333333334,246392.08333333334,257773.95833333334,267928.125,258978.70833333334,239900.0
whitman county,WA,Pullman,53,75,1059,250854.0,250854.0,250854.0,250854.0,250854.0,250854.0,250854.0,250854.0,251020.83333333334,275500.0
thomas county,GA,Thomasville,13,275,1060,180767.91666666666,160170.83333333334,152483.33333333334,151270.83333333334,161658.33333333334,163554.16666666666,167766.58333333334,182764.79166666666,184306.45833333334,184950.0
monroe county,WI,N/A,55,81,1061,140808.75,137987.5,133741.66666666666,136878.33333333334,139200.0,139154.16666666666,147441.66666666666,145004.16666666666,152045.0,166000.0
monroe county,TN,N/A,47,123,1062,167750.0,163020.83333333334,143362.5,146379.16666666666,159145.83333333334,162756.25,166637.5,175387.5,176274.95833333334,180000.0
windham county,VT,N/A,50,25,1063,251391.66666666666,248864.16666666666,243833.33333333334,232608.33333333334,222904.16666666666,224416.66666666666,241933.33333333334,238479.16666666666,268908.3333333333,285500.0
ohio county,WV,Wheeling,54,69,1064,154666.66666666666,154666.66666666666,154666.66666666666,154666.66666666666,154666.66666666666,154666.66666666666,143391.66666666666,146287.5,136412.5,141223.75
beltrami county,MN,Bemidji,27,7,1065,165691.66666666666,163504.16666666666,160805.41666666666,160870.83333333334,158320.83333333334,161033.33333333334,178925.0,199510.41666666666,200816.66666666666,193025.0
shelby county,IN,Indianapolis-Carmel-Anderson,18,145,1066,126895.83333333333,116104.16666666667,106979.16666666667,110916.625,114602.04166666667,108362.45833333333,111750.0,126712.5,137395.83333333334,140950.0
callaway county,MO,Jefferson City,29,27,1067,133616.54166666666,133391.625,139450.0,142795.83333333334,147500.0,143845.83333333334,141612.5,147479.16666666666,170670.83333333334,169900.0
polk county,WI,N/A,55,95,1068,163062.5,160479.16666666666,145875.0,151912.41666666666,167737.41666666666,178383.33333333334,177945.83333333334,182872.91666666666,198987.5,218450.0
douglas county,WI,Duluth,55,31,1069,150021.70833333334,147679.16666666666,145520.79166666666,140870.83333333334,154070.83333333334,149758.33333333334,157945.83333333334,160987.5,159083.33333333334,154250.0
cerro gordo county,IA,Mason City,19,33,1070,130496.41666666667,129473.75,128645.83333333333,129770.83333333333,130214.0,133716.66666666666,133310.875,140145.83333333334,143530.83333333334,139900.0
camden county,MO,N/A,29,29,1071,236343.75,212774.08333333334,191904.16666666666,187731.66666666666,188921.04166666666,197541.66666666666,199710.41666666666,202410.41666666666,223616.66666666666,236800.0
nye county,NV,Pahrump,32,23,1072,139479.16666666666,118966.66666666667,119158.29166666667,145133.91666666666,169637.08333333334,181712.41666666666,170112.5,186770.83333333334,213230.83333333334,232425.0
hancock county,MS,Gulfport-Biloxi-Pascagoula,28,45,1073,158816.66666666666,155158.33333333334,142295.83333333334,149062.5,147420.83333333334,150563.41666666666,149524.91666666666,166043.29166666666,172783.33333333334,177675.0
dunn county,WI,Menomonie,55,33,1074,154150.0,154150.0,143083.33333333334,147029.16666666666,153154.16666666666,151550.0,155608.33333333334,181875.41666666666,172197.91666666666,169000.0
dallas county,AL,Selma,1,47,1075,127780.0,127780.0,127780.0,127780.0,127780.0,127780.0,127780.0,109623.41666666667,91914.58333333333,98000.0
sweetwater county,WY,Rock Springs,56,37,1076,173683.33333333334,187187.5,208991.66666666666,202737.5,220825.0,230641.66666666666,221158.33333333334,241479.16666666666,237208.45833333334,220350.0
sullivan county,NH,Claremont-Lebanon,33,19,1077,221204.16666666666,215863.66666666666,195041.66666666666,201766.66666666666,195695.75,191714.0,193841.66666666666,204183.29166666666,215733.16666666666,228725.0
chilton county,AL,Birmingham-Hoover,1,21,1078,141550.0,135491.66666666666,128495.83333333333,125595.83333333333,132970.83333333334,135754.16666666666,148595.83333333334,151306.25,163437.5,169900.0
highland county,OH,N/A,39,71,1079,103837.5,96941.66666666667,89316.66666666667,94800.0,91470.83333333333,88470.79166666667,95304.16666666667,97316.66666666667,108766.66666666667,115050.0
stevens county,WA,Spokane-Spokane Valley,53,65,1080,231214.58333333334,185097.91666666666,166677.08333333334,169383.33333333334,182091.66666666666,186083.33333333334,191768.75,196587.5,213479.16666666666,225000.0
charlottesville city,VA,Charlottesville,51,540,1081,268262.5,252620.625,247887.5,251308.33333333334,271158.3333333333,277162.5,310241.6666666667,375812.0833333333,393549.5833333333,417450.0
miller county,AR,Texarkana,5,91,1082,164830.0,164830.0,164830.0,164830.0,164830.0,164830.0,164830.0,164830.0,164830.0,157500.0
mckean county,PA,Bradford,42,83,1083,102683.33333333333,102683.33333333333,102683.33333333333,102683.33333333333,102683.33333333333,102683.33333333333,116325.0,95083.33333333333,83095.83333333333,81925.0
nelson county,KY,Bardstown,21,179,1084,135308.33333333334,131032.08333333333,131904.16666666666,134487.5,141528.75,145166.25,158558.25,178129.08333333334,183629.16666666666,179912.5
madison county,OH,Columbus,39,97,1085,151241.66666666666,143617.08333333334,139166.66666666666,150675.0,151875.83333333334,169360.83333333334,169879.08333333334,176870.83333333334,196204.16666666666,197449.5
susquehanna county,PA,N/A,42,115,1086,169375.0,151194.04166666666,166116.66666666666,161583.33333333334,165895.83333333334,165941.25,157433.25,167858.33333333334,167645.83333333334,164949.75
waller county,TX,Houston-The Woodlands-Sugar Land,48,473,1087,315238.0625,315238.0625,315238.0625,315238.0625,315238.0625,315238.0625,301689.8333333333,316829.0833333333,329276.5833333333,315000.0
sanilac county,MI,N/A,26,151,1088,107283.33333333333,91678.33333333333,88253.33333333333,101179.16666666667,108945.79166666667,108861.54166666667,111016.66666666667,118016.66666666667,128170.75,121474.75
danville city,VA,Danville,51,590,1089,85052.5,85052.5,85052.5,85052.5,85052.5,85052.5,85052.5,89247.91666666667,88129.16666666667,99900.0
habersham county,GA,Cornelia,13,137,1090,166608.33333333334,151304.16666666666,141737.5,156633.33333333334,176758.33333333334,180525.0,198060.41666666666,224183.33333333334,233562.16666666666,240950.0
wilson county,TX,San Antonio-New Braunfels,48,493,1091,193312.5,224487.5,244083.33333333334,265575.0,290050.0,300971.0,305837.5,324879.125,317487.375,324500.0
orleans county,NY,Rochester,36,73,1092,91787.5,92250.0,91770.83333333333,88858.33333333333,95595.83333333333,95732.79166666667,90533.33333333333,95194.875,107316.66666666667,100850.0
mecosta county,MI,Big Rapids,26,107,1093,123920.83333333333,122008.125,122562.5,127770.83333333333,125688.375,122854.16666666667,129987.5,135954.16666666666,144179.16666666666,135625.0
butler county,MO,Poplar Bluff,29,23,1094,92395.83333333333,105170.83333333333,114600.0,123566.66666666667,118491.66666666667,121104.16666666667,120675.0,118200.0,122400.0,124900.0
burnet county,TX,N/A,48,53,1095,243762.5,242983.33333333334,213081.16666666666,230512.5,256805.75,296012.5,346927.0416666667,372906.5833333333,368658.3333333333,352750.0
muscatine county,IA,Muscatine,19,139,1096,130751.95833333333,130751.95833333333,132066.66666666666,130699.58333333333,132908.33333333334,137400.0,146274.95833333334,145533.33333333334,138475.0,118700.0
fulton county,OH,Toledo,39,51,1097,116704.16666666667,118433.33333333333,111729.16666666667,117133.29166666667,123837.5,122595.83333333333,128383.33333333333,135354.16666666666,136433.33333333334,125350.0
wayne county,WV,Huntington-Ashland,54,99,1098,106533.33333333333,107870.83333333333,127908.33333333333,124429.16666666667,118537.5,120820.83333333333,109833.33333333333,110575.0,110115.25,115000.0
gratiot county,MI,Alma,26,57,1099,77297.91666666667,79250.0,70979.125,76607.95833333333,81204.16666666667,82275.0,85012.5,93812.5,91276.375,89600.0
bryan county,OK,Durant,40,13,1100,126833.33333333333,126187.5,130050.0,131570.83333333334,135152.04166666666,143620.79166666666,150041.66666666666,162541.66666666666,172633.33333333334,183950.0
sequoyah county,OK,Fort Smith,40,135,1101,113808.33333333333,119866.66666666667,111933.29166666667,117612.5,110445.83333333333,114308.33333333333,132400.0,139224.91666666666,144031.25,149000.0
jackson county,IN,Seymour,18,71,1102,101028.75,98350.0,101054.16666666667,105345.83333333333,111545.83333333333,126775.0,124237.5,120658.33333333333,140220.41666666666,149225.0
coffee county,GA,Douglas,13,69,1103,112806.25,112806.25,112806.25,112806.25,124541.66666666667,124404.16666666667,127270.83333333333,120002.08333333333,129109.29166666667,134950.0
preble county,OH,N/A,39,135,1104,107516.0,107516.0,104189.79166666667,110602.91666666667,114788.58333333333,103852.91666666667,114431.125,113866.41666666667,127484.91666666667,129950.0
kandiyohi county,MN,Willmar,27,67,1105,168385.08333333334,164349.5,158306.83333333334,160663.66666666666,153237.0,155925.0,167699.5,184011.29166666666,191019.33333333334,178950.0
de kalb county,IN,Auburn,18,33,1106,139325.0,139325.0,139325.0,139325.0,139325.0,139325.0,139325.0,139325.0,139325.0,147425.0
pettis county,MO,Sedalia,29,159,1107,100139.58333333333,100897.91666666667,98647.83333333333,96612.5,99477.04166666667,95547.91666666667,94429.16666666667,111800.58333333333,115587.5,115500.0
barren county,KY,Glasgow,21,9,1108,133554.16666666666,128062.5,128150.0,128545.83333333333,133104.16666666666,139891.75,142208.29166666666,146879.16666666666,145354.16666666666,144950.0
wyoming county,NY,N/A,36,121,1109,110681.25,110681.25,110681.25,110681.25,110681.25,110681.25,110681.25,99725.0,110566.66666666667,108675.0
greene county,AR,Paragould,5,55,1110,116000.0,116000.0,117595.83333333333,113775.0,114425.0,124345.83333333333,124029.16666666667,134466.66666666666,144633.33333333334,146133.0
shelby county,KY,Louisville/Jefferson County,21,211,1111,181008.33333333334,177890.625,171339.375,186243.625,206670.83333333334,209740.33333333334,224583.125,234254.16666666666,226629.58333333334,242750.0
avoyelles parish,LA,N/A,22,9,1112,115400.0,115400.0,115400.0,116900.0,130900.0,123600.0,129704.16666666667,122687.5,115641.66666666667,120975.0
clinton county,OH,Wilmington,39,27,1113,137242.85714285713,137242.85714285713,137242.85714285713,137242.85714285713,137242.85714285713,137242.85714285713,137242.85714285713,137242.85714285713,141162.5,141950.0
shenandoah county,VA,N/A,51,171,1114,203862.5,181003.20833333334,184820.83333333334,185775.0,195720.83333333334,192141.66666666666,196733.33333333334,207760.25,212183.33333333334,208450.0
tioga county,PA,N/A,42,117,1115,143895.83333333334,164939.33333333334,169333.33333333334,170354.16666666666,165378.5,152400.0,146283.33333333334,153999.95833333334,155045.83333333334,145000.0
wood county,TX,N/A,48,499,1116,172366.66666666666,156437.5,152087.5,156095.83333333334,160537.5,173850.0,176595.83333333334,180716.25,192212.41666666666,190224.5
shawano county,WI,Shawano,55,115,1117,138866.66666666666,129204.16666666667,126525.0,118441.66666666667,121241.66666666667,131529.04166666666,131495.83333333334,127154.16666666667,128970.83333333333,128250.0
dubois county,IN,Jasper,18,37,1118,144516.66666666666,136670.83333333334,135575.0,138265.66666666666,159495.83333333334,158316.66666666666,152933.33333333334,180273.58333333334,196822.83333333334,189190.5
lawrence county,TN,Lawrenceburg,47,99,1119,116667.41666666667,116000.0,117166.58333333333,118770.66666666667,122674.125,124958.33333333333,135791.66666666666,153720.83333333334,167691.66666666666,169850.0
logan county,OK,Oklahoma City,40,83,1120,195575.0,192824.16666666666,181629.16666666666,196605.54166666666,202945.83333333334,230480.0,235666.66666666666,245703.16666666666,241980.83333333334,249920.0
warren county,PA,Warren,42,123,1121,104620.83333333333,103258.33333333333,97137.5,95470.625,108658.33333333333,101737.5,96206.08333333333,87870.83333333333,80351.5,85975.0
marinette county,WI,Marinette,55,75,1122,128637.5,120541.66666666667,101600.0,107362.5,111175.0,118566.66666666667,116700.0,124241.66666666667,127395.83333333333,127450.0
tallapoosa county,AL,Alexander City,1,123,1123,291241.6666666667,265458.3333333333,284362.5,268950.0,266683.3333333333,281463.3333333333,245529.16666666666,271970.8333333333,282095.8333333333,296500.0
suwannee county,FL,N/A,12,121,1124,159433.33333333334,159433.33333333334,159433.33333333334,159433.33333333334,159433.33333333334,160612.5,168829.16666666666,186887.5,190658.33333333334,190225.0
baxter county,AR,Mountain Home,5,5,1125,161275.0,156504.16666666666,146128.95833333334,139412.5,143883.33333333334,150570.83333333334,150954.16666666666,151816.66666666666,161370.79166666666,177150.0
delaware county,OK,N/A,40,41,1126,191733.33333333334,177300.0,178066.66666666666,175308.33333333334,188366.66666666666,207383.33333333334,236270.83333333334,246987.5,254375.0,259700.0
polk county,GA,Cedartown,13,233,1127,113500.0,113500.0,113500.0,113500.0,107575.0,114438.33333333333,128034.16666666667,136445.83333333334,146856.04166666666,149925.0
wise county,VA,Big Stone Gap,51,195,1128,134100.0,134100.0,134100.0,135212.5,134312.5,121808.33333333333,115399.91666666667,108120.625,103919.58333333333,104083.25
ottawa county,OH,Port Clinton,39,123,1129,189979.125,186004.16666666666,186350.0,184354.16666666666,176841.66666666666,190508.33333333334,199029.16666666666,199270.83333333334,213644.58333333334,201175.0
wharton county,TX,El Campo,48,481,1130,120400.0,132523.95833333334,126450.0,124099.16666666667,127118.625,139524.70833333334,163854.16666666666,186225.0,192645.83333333334,183425.0
montrose county,CO,Montrose,8,85,1131,224307.5,204140.79166666666,212870.83333333334,227987.5,242839.5,254353.41666666666,289733.3333333333,300758.625,336730.8333333333,327250.0
mayes county,OK,N/A,40,97,1132,129584.91666666667,129112.5,118952.08333333333,116770.83333333333,125529.16666666667,139991.66666666666,140570.83333333334,148137.95833333334,149637.08333333334,155750.0
davie county,NC,Winston-Salem,37,59,1133,209247.91666666666,210221.66666666666,190878.75,186958.33333333334,199887.08333333334,194881.25,211330.0,219275.83333333334,231000.0,243850.0
webster parish,LA,Shreveport-Bossier City,22,119,1134,168850.0,168850.0,168850.0,168850.0,168850.0,153545.83333333334,129300.0,120637.5,130429.16666666667,136200.0
okanogan county,WA,N/A,53,47,1135,279554.1666666667,235525.0,201535.41666666666,223341.04166666666,226595.83333333334,230683.33333333334,248247.91666666666,254993.70833333334,263679.1666666667,269350.0
franklin county,TN,Tullahoma-Manchester,47,51,1136,164017.20833333334,154130.58333333334,149829.16666666666,159658.33333333334,175758.33333333334,185928.125,211703.95833333334,214079.16666666666,251566.58333333334,234900.0
pierce county,WI,Minneapolis-St. Paul-Bloomington,55,93,1137,178379.16666666666,177629.04166666666,165058.33333333334,172637.5,182635.41666666666,188329.16666666666,205845.83333333334,239191.66666666666,242550.0,239250.0
kittitas county,WA,Ellensburg,53,37,1138,265695.8333333333,255599.125,228232.5,257982.5,269208.3333333333,286060.4166666667,311160.0,351597.9166666667,370532.9166666667,374998.75
bonner county,ID,Sandpoint,16,17,1139,296670.8333333333,258166.66666666666,236599.95833333334,264120.8333333333,296795.8333333333,333495.8333333333,353437.5,374430.0416666667,389804.1666666667,397100.0
jim wells county,TX,Alice,48,249,1140,150996.77777777778,150996.77777777778,150996.77777777778,150996.77777777778,150996.77777777778,150996.77777777778,151083.95833333334,150133.33333333334,156653.79166666666,153425.0
mercer county,OH,Celina,39,107,1141,120625.0,103154.16666666667,102037.29166666667,103166.66666666667,119733.33333333333,120591.66666666667,131933.33333333334,148691.66666666666,156112.5,149350.0
levy county,FL,N/A,12,75,1142,168835.41666666666,152012.5,143629.16666666666,166991.66666666666,166995.83333333334,173645.83333333334,178320.83333333334,187008.33333333334,216545.83333333334,225975.0
campbell county,TN,Knoxville,47,13,1143,176157.14285714287,176157.14285714287,176157.14285714287,176157.14285714287,176157.14285714287,176157.14285714287,171279.16666666666,180191.66666666666,178983.33333333334,170924.75
pasquotank county,NC,Elizabeth City,37,139,1144,172150.0,164191.66666666666,145525.0,152291.66666666666,148020.83333333334,150462.5,169383.33333333334,178808.33333333334,172083.33333333334,178700.0
marshall county,IA,Marshalltown,19,127,1145,110042.85714285714,110042.85714285714,110042.85714285714,110042.85714285714,110042.85714285714,110042.85714285714,116966.66666666667,107979.16666666667,112014.58333333333,112750.0
pike county,MS,McComb,28,113,1146,128995.83333333333,121970.83333333333,114020.83333333333,115766.45833333333,121337.08333333333,135883.33333333334,149679.16666666666,145478.04166666666,128316.66666666667,126582.5
howell county,MO,West Plains,29,91,1147,127166.66666666667,129654.16666666667,122166.66666666667,122287.5,123133.33333333333,128466.66666666667,127291.66666666667,130718.75,132993.75,139900.0
des moines county,IA,Burlington,19,57,1148,106633.33333333333,102204.16666666667,105925.0,107670.83333333333,120175.0,110212.5,117004.16666666667,122400.0,124497.875,125000.0
jackson county,NC,Cullowhee,37,99,1149,322908.3333333333,307991.6666666667,293172.9166666667,306762.2916666667,296808.3333333333,307937.5,323283.3333333333,346554.1666666667,373670.8333333333,374450.0
rio arriba county,NM,Española,35,39,1150,195542.0,195542.0,195542.0,197570.83333333334,212950.0,233308.33333333334,206558.29166666666,200158.33333333334,216891.66666666666,200875.0
ravalli county,MT,N/A,30,81,1151,289691.6666666667,276683.3333333333,268862.5,282891.25,292595.5,306699.9583333333,350529.1666666667,359758.2916666667,387883.3333333333,389900.0
fremont county,WY,Riverton,56,13,1152,216954.16666666666,206030.20833333334,207971.875,218195.83333333334,226308.33333333334,220908.33333333334,214250.0,207779.16666666666,220900.0,211950.0
tift county,GA,Tifton,13,277,1153,148170.83333333334,141241.66666666666,129483.33333333333,138720.83333333334,140330.41666666666,142625.0,150619.5,147716.66666666666,152470.83333333334,149900.0
champaign county,OH,Urbana,39,21,1154,118237.5,109587.29166666667,114533.33333333333,114954.125,113425.0,114762.08333333333,121916.66666666667,127937.5,140900.0,131122.0
guernsey county,OH,Cambridge,39,59,1155,88791.66666666667,89202.08333333333,92250.0,99295.83333333333,102066.66666666667,106662.5,110841.66666666667,108714.75,113945.83333333333,115000.0
okeechobee county,FL,Okeechobee,12,93,1156,174900.0,174900.0,174900.0,174900.0,174900.0,174900.0,174937.5,181054.16666666666,197562.45833333334,221000.0
clarion county,PA,N/A,42,31,1157,130594.44444444444,133600.0,126645.83333333333,119422.91666666667,106312.5,110725.0,114745.83333333333,106275.0,105100.41666666667,115450.0
warren county,TN,McMinnville,47,177,1158,137266.66666666666,137785.66666666666,130595.83333333333,125245.83333333333,127562.5,139800.0,127354.16666666667,136220.83333333334,157866.66666666666,157425.0
knox county,ME,N/A,23,13,1159,261887.5,269870.8333333333,261462.5,260213.54166666666,263570.8333333333,269850.0,291604.1666666667,309208.25,302141.6666666667,292250.0
snyder county,PA,Selinsgrove,42,109,1160,171975.0,160195.83333333334,174229.16666666666,191175.0,172575.0,172658.33333333334,185954.16666666666,190586.41666666666,190137.5,185400.0
murray county,GA,Dalton,13,213,1161,112275.0,112275.0,112275.0,134579.16666666666,127637.5,133362.5,142172.0,153060.41666666666,157135.41666666666,161250.0
natchitoches parish,LA,Natchitoches,22,69,1162,170055.0,170055.0,170055.0,168116.66666666666,162175.0,172062.5,188054.16666666666,175808.33333333334,194287.5,195000.0
franklin county,IL,N/A,17,55,1163,79171.42857142857,79171.42857142857,79171.42857142857,79171.42857142857,79171.42857142857,79171.42857142857,71591.66666666667,71279.58333333333,70345.625,68750.0
person county,NC,Durham-Chapel Hill,37,145,1164,188259.95,188259.95,188259.95,188259.95,188259.95,188259.95,185950.0,193193.33333333334,217395.79166666666,264906.25
marion county,IL,Centralia,17,121,1165,88658.33333333333,79647.66666666667,80657.83333333333,80054.16666666667,77687.5,81166.66666666667,85770.83333333333,85892.875,94329.125,94350.0
essex county,NY,N/A,36,31,1166,209555.33333333334,209555.33333333334,209555.33333333334,209555.33333333334,209555.33333333334,209555.33333333334,207704.16666666666,201637.5,219520.83333333334,207500.0
harrison county,IN,Louisville/Jefferson County,18,61,1167,148929.16666666666,148637.5,138429.16666666666,134462.5,133541.625,131925.0,152466.66666666666,173700.0,176508.33333333334,169900.0
upshur county,TX,Longview,48,459,1168,158854.16666666666,153708.33333333334,145416.66666666666,147354.16666666666,169645.83333333334,174708.33333333334,168127.08333333334,162050.0,161408.29166666666,169655.0
nez perce county,ID,Lewiston,16,69,1169,187406.08333333334,181097.91666666666,174125.0,182933.33333333334,187941.66666666666,199520.83333333334,222062.5,227595.75,235704.16666666666,236250.0
clinton county,PA,Lock Haven,42,35,1170,121966.66666666667,127633.29166666667,131420.83333333334,131462.5,143395.83333333334,139587.5,145004.16666666666,147120.83333333334,143162.5,139450.0
scott county,MO,Sikeston,29,201,1171,86537.5,96650.0,89941.54166666667,96541.58333333333,103137.5,113454.16666666667,112175.0,111506.25,114705.0,119450.0
mower county,MN,Austin,27,99,1172,113299.94444444444,113299.94444444444,113299.94444444444,113299.94444444444,113299.94444444444,113299.94444444444,113299.94444444444,104795.83333333333,121541.66666666667,110325.0
hendry county,FL,Clewiston,12,51,1173,118170.83333333333,108987.41666666667,106104.125,105982.83333333333,105878.66666666667,132670.79166666666,151929.16666666666,160604.16666666666,168441.66666666666,164975.0
crawford county,KS,Pittsburg,20,37,1174,84826.66666666667,79883.33333333333,87304.16666666667,82766.66666666667,87570.83333333333,88941.66666666667,81600.0,80783.33333333333,87812.5,88250.0
cheatham county,TN,Nashville-Davidson--Murfreesboro--Franklin,47,21,1175,169745.83333333334,155358.29166666666,149695.79166666666,158320.83333333334,168943.75,192966.66666666666,216920.83333333334,235729.16666666666,262498.3333333333,242400.0
defiance county,OH,Defiance,39,39,1176,117968.6875,117968.6875,117968.6875,117968.6875,117968.6875,117968.6875,117968.6875,117968.6875,108766.66666666667,117750.0
cass county,IN,Logansport,18,17,1177,69316.66666666667,69316.66666666667,69316.66666666667,69316.66666666667,69316.66666666667,69316.66666666667,63716.666666666664,71404.16666666667,83420.83333333333,89400.0
livingston county,IL,Pontiac,17,105,1178,110220.70833333333,110731.25,107020.83333333333,96241.66666666667,89595.83333333333,89675.0,92766.66666666667,97204.16666666667,95884.16666666667,102150.0
colleton county,SC,N/A,45,29,1179,203675.0,203675.0,203675.0,203675.0,203675.0,203675.0,203675.0,203675.0,239354.125,253214.5
jefferson county,IL,Mount Vernon,17,81,1180,105991.66666666667,103929.16666666667,99679.16666666667,108350.0,110312.5,113371.625,108091.66666666667,111258.33333333333,115183.33333333333,98511.75
waldo county,ME,N/A,23,27,1181,198437.5,198661.04166666666,189166.66666666666,185754.16666666666,185133.33333333334,186455.08333333334,203275.0,199059.25,210633.33333333334,237225.0
greene county,PA,N/A,42,59,1182,144921.42857142858,144921.42857142858,144921.42857142858,144921.42857142858,144921.42857142858,144921.42857142858,139537.5,123104.16666666667,133145.83333333334,138225.0
woodford county,IL,Peoria,17,203,1183,171927.08333333334,164212.5,152075.0,164010.41666666666,159579.16666666666,161962.5,160308.33333333334,171475.0,165704.16666666666,151950.0
lawrence county,MO,N/A,29,109,1184,101225.0,107932.5,99250.0,95966.66666666667,102195.83333333333,105879.16666666667,103562.5,113075.0,126108.33333333333,124975.0
chippewa county,MI,Sault Ste. Marie,26,33,1185,87450.0,87450.0,87450.0,103208.33333333333,105500.0,111699.95833333333,112558.33333333333,117337.5,123275.0,118800.0
benton county,MN,St. Cloud,27,9,1186,157200.0,145479.16666666666,142345.83333333334,148116.625,162062.41666666666,168495.83333333334,174662.5,181112.25,201125.0,209300.0
cooke county,TX,Gainesville,48,97,1187,219745.0,219745.0,219745.0,219745.0,235847.41666666666,249889.58333333334,262929.1666666667,282820.4166666667,300628.75,267675.0
douglas county,WA,Wenatchee,53,17,1188,277489.1666666667,253252.08333333334,235625.0,234485.41666666666,260793.54166666666,276475.0,284783.3333333333,298350.0,339479.1666666667,342450.0
fayette county,TN,Memphis,47,47,1189,255291.66666666666,228387.5,194479.16666666666,212362.5,232679.16666666666,230887.5,244691.66666666666,297537.5,313399.5,335625.0
escambia county,AL,Atmore,1,53,1190,121281.25,121281.25,121281.25,111762.5,107158.33333333333,122372.79166666667,128033.33333333333,125995.83333333333,123030.20833333333,119900.0
montgomery county,IN,Crawfordsville,18,107,1191,106937.5,102747.91666666667,93349.0,96533.33333333333,101845.83333333333,99279.125,106075.0,122341.66666666667,122670.83333333333,115675.0
brown county,TX,Brownwood,48,49,1192,124750.0,124750.0,109275.83333333333,120570.83333333333,131954.16666666666,137383.33333333334,136900.0,143910.41666666666,151833.33333333334,142000.0
amador county,CA,N/A,6,5,1193,247704.125,207062.91666666666,209862.5,238641.66666666666,261324.91666666666,282832.8333333333,332537.4583333333,363095.8333333333,359700.0,364625.0
caldwell county,TX,Austin-Round Rock,48,55,1194,136495.83333333334,131958.33333333334,140050.0,158699.875,158269.95833333334,171121.33333333334,193564.95833333334,219311.04166666666,240512.5,249250.0
webster county,IA,Fort Dodge,19,187,1195,102035.0,102035.0,102035.0,102035.0,102035.0,102035.0,102035.0,93108.33333333333,117043.75,122450.0
putnam county,IN,Indianapolis-Carmel-Anderson,18,133,1196,129854.16666666667,124458.33333333333,124132.70833333333,120291.66666666667,125670.83333333333,123441.66666666667,125512.5,137085.66666666666,156166.66666666666,159400.0
erath county,TX,Stephenville,48,143,1197,170868.75,164254.16666666666,167325.0,175000.0,185497.91666666666,209037.5,207770.83333333334,223129.16666666666,227770.83333333334,229500.0
isanti county,MN,Minneapolis-St. Paul-Bloomington,27,59,1198,146325.0,136758.33333333334,135908.33333333334,151228.16666666666,163431.75,175241.66666666666,189791.16666666666,214400.91666666666,227029.08333333334,224700.0
talbot county,MD,Easton,24,41,1199,368382.0833333333,380852.0833333333,454840.4166666667,404670.4166666667,404138.75,392983.3333333333,427999.5416666667,466637.5,482919.5416666667,499900.0
covington county,AL,N/A,1,39,1200,132620.83333333334,141645.83333333334,137237.45833333334,127862.5,130645.66666666667,128634.33333333333,141715.45833333334,133388.54166666666,141057.20833333334,142500.0
clinton county,IL,St. Louis,17,27,1201,147675.0,127829.16666666667,123270.83333333333,129691.45833333333,128666.66666666667,128154.16666666667,129300.0,132695.83333333334,141391.66666666666,138325.0
oconto county,WI,Green Bay,55,83,1202,162708.33333333334,164843.75,145445.83333333334,145875.0,141583.33333333334,143712.5,155158.33333333334,163783.33333333334,167833.33333333334,149800.0
williams county,OH,N/A,39,171,1203,94140.0,94140.0,94140.0,109725.0,112900.0,104510.41666666667,106304.16666666667,105304.16666666667,103920.83333333333,99650.0
warren county,VA,Washington-Arlington-Alexandria,51,187,1204,194508.33333333334,183685.375,179695.70833333334,198920.79166666666,222687.5,222531.91666666666,246298.33333333334,249768.91666666666,267761.6666666667,259500.0
madison county,ID,Rexburg,16,65,1205,176741.875,159979.16666666666,150887.41666666666,151470.83333333334,167262.5,178675.0,192842.75,244300.0,255574.25,276925.0
pontotoc county,OK,Ada,40,123,1206,140954.16666666666,128791.66666666667,122750.0,126854.16666666667,127325.0,138241.66666666666,140920.83333333334,152787.5,151037.5,143450.0
latah county,ID,Moscow,16,57,1207,214612.5,191143.75,195566.66666666666,221275.0,220570.41666666666,212137.5,209303.33333333334,240083.33333333334,263275.0,302975.0
graham county,AZ,Safford,4,9,1208,145441.58333333334,136330.45833333334,127806.16666666667,148083.29166666666,160207.08333333334,165691.66666666666,159845.625,166826.33333333334,174465.58333333334,174625.0
alexander county,NC,Hickory-Lenoir-Morganton,37,3,1209,196213.63636363635,196213.63636363635,196213.63636363635,196213.63636363635,196213.63636363635,196213.63636363635,196213.63636363635,196213.63636363635,196213.63636363635,202900.0
